N° de ligne;CodeHier;CodeActe;Libellé;GestesComplémentaires;Modulateur;TypeLigne;Consigne de codage pour le PMSI;Action année N S: suppression/A : Ajout/M: Modification;Caractéristique modification à publier;Séance;Dédié;Non dédié;Collectif;Pluriprofessionnel;Appareillage avec étapes;Début de validité;Fin de validité;Pondération acte isolé - 2012-2018;Pondération étape A 2012-2018;Pondération étape B 2012-2018;Pondération étape C 2012-2018;Pondération + modulateur HW 2012-2018;Pondération + modulateur LJ 2012-2018;Pondération + modulateur QM2012-2018;Pondération + modulateur XH 2012-2018
2337;08.02;QCE+268;Séance de posture d'étirement et/ou de compression cutané de la main;;"EZ;ZV;ME;QM";L;"Peut, au plus,  être codé une fois le matin et l'après-midi, sans le modulateur QM ;
Peut, au plus,  être codé une fois le matin et l'après-midi, avec le modulateur QM ;";M;Modulateur BN supprimé;oui;oui;non;non;non;non;Version 2017;;29;;;;;;55;
2338;08.02;QCE+268;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2339;08.02;QCE+268;installation des zones cicatricielles en étirement cutané maximal;;;N;;;;;;;;;;;;;;;;;;;
2340;08.02;QCE+268;individualisation des doigts de la main ou du pied lors du bandage;;;N;;;;;;;;;;;;;;;;;;;
2341;08.02;QCE+268;dosage de l'intensité de la compression;;;N;;;;;;;;;;;;;;;;;;;
2342;08.02;QCE+268;mise en position des segments de membre en tenant compte des lésions associées;;;N;;;;;;;;;;;;;;;;;;;
2343;08.02;QCE+268;évaluation de la tolérance du dispositif;;;N;;;;;;;;;;;;;;;;;;;
2344;08.02;QDE+038;Séance de posture d'étirement et/ou de compression cutané d'un membre inférieur en dehors du pied;;"EZ;ZV;ME;QM";L;"Peut, au plus,  être codé une fois le matin et l'après-midi, sans le modulateur QM ;
Peut, au plus,  être codé une fois le matin et l'après-midi, avec le modulateur QM ;";M;Modulateur BN supprimé;oui;oui;non;non;non;non;Version 2017;;24;;;;;;46;
2345;08.02;QDE+038;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2346;08.02;QDE+038;installation des zones cicatricielles en étirement cutané maximal;;;N;;;;;;;;;;;;;;;;;;;
2347;08.02;QDE+038;ajustement de la posture en fonction de la tolérance;;;N;;;;;;;;;;;;;;;;;;;
2348;08.02;QDE+038;apprentissage de l'autoréalisation de posture;;;N;;;;;;;;;;;;;;;;;;;
2349;08.02;QDE+094;Séance de posture d'étirement et/ou de compression cutané du pied;;"EZ;ZV;ME;QM";L;"Peut, au plus,  être codé une fois le matin et l'après-midi, sans le modulateur QM ;
Peut, au plus,  être codé une fois le matin et l'après-midi, avec le modulateur QM ;";M;Modulateur BN supprimé;oui;oui;non;non;non;non;Version 2017;;29;;;;;;55;
2350;08.02;QDE+094;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2351;08.02;QDE+094;installation des zones cicatricielles en étirement cutané maximal;;;N;;;;;;;;;;;;;;;;;;;
2352;08.02;QDE+094;individualisation des doigts de la main ou du pied lors du bandage;;;N;;;;;;;;;;;;;;;;;;;
2353;08.02;QDE+094;dosage de l'intensité de la compression;;;N;;;;;;;;;;;;;;;;;;;
2354;08.02;QDE+094;mise en position des segments de membre en tenant compte des lésions associées;;;N;;;;;;;;;;;;;;;;;;;
2355;08.02;QDE+094;évaluation de la tolérance du dispositif;;;N;;;;;;;;;;;;;;;;;;;
2356;08.02;QAR+001;Séance d'apprentissage à la réalisation de soins cosmétiques pour cicatrice du visage et/ou du cou;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;18;;;;;;;
2357;08.02;QAR+001;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2358;08.02;QAR+001;appréciation des attentes du patient quant à la correction de cicatrice;;;N;;;;;;;;;;;;;;;;;;;
2359;08.02;QAR+001;essai de différentes textures et choix de la couleur des soins correcteurs;;;N;;;;;;;;;;;;;;;;;;;
2360;08.02;QAR+001;enseignement des techniques :;;;N;;;;;;;;;;;;;;;;;;;
2361;08.02;QAR+001;de correction de la couleur;;;N2;;;;;;;;;;;;;;;;;;;
2362;08.02;QAR+001;d'atténuation de l'asymétrie des traits du visage;;;N2;;;;;;;;;;;;;;;;;;;
2363;08.02;QAR+001;mise en application en vue de l'appropriation de la technique;;;N;;;;;;;;;;;;;;;;;;;
2364;08.02;QAR+001;information sur les soins d'hygiène et de protection cutanée liés à l'utilisation des produits de soins correcteurs;;;N;;;;;;;;;;;;;;;;;;;
2365;08.02;QAR+001;vérification de la reproductibilité et de la qualité de la correction;;;N;;;;;;;;;;;;;;;;;;;
2366;08.02;QZR+281;Séance d'apprentissage à la réalisation de soins cosmétiques pour cicatrice en dehors du visage et du cou;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;15;;;;;;;
2367;08.02;QZR+281;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2368;08.02;QZR+281;appréciation des attentes du patient quant à la correction de cicatrice;;;N;;;;;;;;;;;;;;;;;;;
2369;08.02;QZR+281;essai de différentes textures et choix de la couleur des soins correcteurs;;;N;;;;;;;;;;;;;;;;;;;
2370;08.02;QZR+281;enseignement des techniques :;;;N;;;;;;;;;;;;;;;;;;;
2371;08.02;QZR+281;de correction de la couleur;;;N2;;;;;;;;;;;;;;;;;;;
2372;08.02;QZR+281;d'estompage de volume ou d'irrégularité;;;N2;;;;;;;;;;;;;;;;;;;
2373;08.02;QZR+281;mise en application en vue de l'appropriation de la technique;;;N;;;;;;;;;;;;;;;;;;;
2374;08.02;QZR+281;information sur les soins d'hygiène et de protection cutanée liés à l'utilisation des produits de soins correcteurs;;;N;;;;;;;;;;;;;;;;;;;
2375;08.02;QZR+281;vérification de la reproductibilité et de la qualité de la correction;;;N;;;;;;;;;;;;;;;;;;;
2376;08.02;QZL+088;Séance d'application de douche filiforme;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"version 2014 ; 30/12/2013";;16;;;;;;;
2377;08.02;QZL+088;Codage : cet acte ne peut être codé que s'il est réalisé isolément;;;N;;;;;;;;;;;;;;;;;;;
2378;08.02;;;;;LV;;;;;;;;;;;;;;;;;;;
2379;09;;APPAREILLAGE;;;T;;;;;;;;;;;;;;;;;;;
2380;09;;Par dispositif technique de compensation, on entend : aide technique, dispositif d'aide au maintien de la posture, dispositif d'aide à l'autonomie, matériel d'aide à la vie;;;NT;;;;;;;;;;;;;;;;;;;
2381;09;;Par fabrication d'appareillage, on entend : fabrication d'appareillage personnalisé au sein de l'établissement;;;NT;;;;;;;;;;;;;;;;;;;
2382;09;;Par mise à disposition d'appareillage, on entend : attribution d'appareillage personnalisé fabriqué au sein de l'établissement;;;NT;;;;;;;;;;;;;;;;;;;
2383;09;;Par fourniture d'appareillage, on entend : attribution par le personnel de l'établissement d'appareillage de série ou d'appareillage personnalisé, fabriqué par un prestataire externe;;;NT;;;;;;;;;;;;;;;;;;;
2384;09;;;;;LV;;;;;;;;;;;;;;;;;;;
2385;09;;;;;LV;;;;;;;;;;;;;;;;;;;
2386;09.01;;Actes d'évaluation pour appareillage;;;T;;;;;;;;;;;;;;;;;;;
2387;09.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2388;09.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2389;09.01.01;;Actes d'évaluation pour fabrication ou fourniture de dispositif technique de compensation;;;T;;;;;;;;;;;;;;;;;;;
2390;09.01.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2391;09.01.01;ZZQ+106;Évaluation pour fabrication ou fourniture de dispositif technique de compensation;;"ZV;XH";L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;29;;;;;;;149
2392;09.01.01;ZZQ+106;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2393;09.01.01;ZZQ+106;analyse de la demande;;;N;;;;;;;;;;;;;;;;;;;
2394;09.01.01;ZZQ+106;observation de la situation de handicap nécessitant le recours à un dispositif technique de compensation;;;N;;;;;;;;;;;;;;;;;;;
2395;09.01.01;ZZQ+106;identification des facteurs de risque liés au handicap;;;N;;;;;;;;;;;;;;;;;;;
2396;09.01.01;ZZQ+106;analyse de la pertinence de la demande de l'entourage en fonction des capacités mentales, physiques et matérielles du patient;;;N;;;;;;;;;;;;;;;;;;;
2397;09.01.01;ZZQ+106;identification des besoins du patient dans ses habitudes de vie et ses stratégies d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
2398;09.01.01;ZZQ+106;recherche de dispositif technique de compensation adapté;;;N;;;;;;;;;;;;;;;;;;;
2399;09.01.01;ZZQ+106;essai de dispositif technique de compensation en situation d'activité;;;N;;;;;;;;;;;;;;;;;;;
2400;09.01.01;ZZQ+106;rédaction du cahier des charges;;;N;;;;;;;;;;;;;;;;;;;
2401;09.01.01;ZZQ+062;Évaluation secondaire de l'utilisation de dispositif technique de compensation;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;20;;;;;;;
2402;09.01.01;ZZQ+062;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2403;09.01.01;ZZQ+062;observation et analyse, à distance de la fourniture ou mise à disposition, de la qualité d'utilisation du dispositif technique de compensation;;;N;;;;;;;;;;;;;;;;;;;
2404;09.01.01;ZZQ+062;recueil d'information auprès de l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
2405;09.01.01;ZZQ+062;identification de l'utilité de compensation complémentaire;;;N;;;;;;;;;;;;;;;;;;;
2406;09.01.01;ZZQ+062;identification de l'appropriation des stratégies d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
2407;09.01.01;ZZQ+062;évaluation du rapport bénéfice-risque clinique et financier du dispositif technique de compensation, prenant en compte les effets sur l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
2408;09.01.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2409;09.01.02;;Actes d'évaluation pour fabrication ou fourniture d'orthèse;;;T;;;;;;;;;;;;;;;;;;;
2410;09.01.02;;;;;LV;;;;;;;;;;;;;;;;;;;
2411;09.01.02;;;;;LV;;;;;;;;;;;;;;;;;;;
2412;09.01.02.01;;Actes d'évaluation pour fabrication ou fourniture d'orthèse;;;T;;;;;;;;;;;;;;;;;;;
2413;09.01.02.01;;À l'exclusion de :;;;NT;;;;;;;;;;;;;;;;;;;
2414;09.01.02.01;;actes d'évaluation pour orthèse plantaire (09.01.02.02);;;NT;;;;;;;;;;;;;;;;;;;
2415;09.01.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2416;09.01.02.01;ZZQ+044;Évaluation pour fabrication ou fourniture d'orthèse;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;13;;;;;;;
2417;09.01.02.01;ZZQ+044;À l'exclusion de :;;;N;;;;;;;;;;;;;;;;;;;
2418;09.01.02.01;ZZQ+044;évaluation pour fabrication ou fourniture d'orthèse de membre pour activité professionnelle ou sportive (ZDQ+041);;;N;;;;;;;;;;;;;;;;;;;
2419;09.01.02.01;ZZQ+044;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2420;09.01.02.01;ZZQ+044;examen du patient :;;;N;;;;;;;;;;;;;;;;;;;
2421;09.01.02.01;ZZQ+044;examen clinique de l'état cutané, trophique, musculaire et articulaire;;;N2;;;;;;;;;;;;;;;;;;;
2422;09.01.02.01;ZZQ+044;appréciation de l'état général et de l'état fonctionnel;;;N2;;;;;;;;;;;;;;;;;;;
2423;09.01.02.01;ZZQ+044;appréciation des activités, des capacités et des habitudes de vie du patient;;;N2;;;;;;;;;;;;;;;;;;;
2424;09.01.02.01;ZZQ+044;analyse des besoins liés à la déficience;;;N2;;;;;;;;;;;;;;;;;;;
2425;09.01.02.01;ZZQ+044;information du patient et/ou de son entourage :;;;N;;;;;;;;;;;;;;;;;;;
2426;09.01.02.01;ZZQ+044;choix orthétiques possibles fonction des capacités et besoins du patient;;;N2;;;;;;;;;;;;;;;;;;;
2427;09.01.02.01;ZZQ+044;présentation des matériaux, pièces détachées, type d'orthèses et évolution avec la réadaptation;;;N2;;;;;;;;;;;;;;;;;;;
2428;09.01.02.01;ZZQ+044;information sur le déroulement de la fabrication de l'orthèse et la rééducation;;;N2;;;;;;;;;;;;;;;;;;;
2429;09.01.02.01;ZZQ+044;synthèse des informations collectées prenant en compte les contraintes techniques et fonctionnelles;;;N;;;;;;;;;;;;;;;;;;;
2430;09.01.02.01;ZZQ+044;rédaction du cahier des charges;;;N;;;;;;;;;;;;;;;;;;;
2431;09.01.02.01;ZDQ+041;Évaluation pour fabrication ou fourniture d'orthèse de membre pour activité professionnelle ou sportive;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;13;;;;;;;
2432;09.01.02.01;ZDQ+041;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2433;09.01.02.01;ZDQ+041;examen du patient :;;;N;;;;;;;;;;;;;;;;;;;
2434;09.01.02.01;ZDQ+041;examen clinique de l'état cutané, trophique, musculaire et articulaire;;;N2;;;;;;;;;;;;;;;;;;;
2435;09.01.02.01;ZDQ+041;appréciation de l'état général et de l'état fonctionnel;;;N2;;;;;;;;;;;;;;;;;;;
2436;09.01.02.01;ZDQ+041;appréciation des activités, des capacités et des habitudes de vie du patient;;;N2;;;;;;;;;;;;;;;;;;;
2437;09.01.02.01;ZDQ+041;analyse des besoins;;;N2;;;;;;;;;;;;;;;;;;;
2438;09.01.02.01;ZDQ+041;information du patient et/ou de son entourage :;;;N;;;;;;;;;;;;;;;;;;;
2439;09.01.02.01;ZDQ+041;choix orthétiques possibles fonction des capacités et besoins du patient;;;N2;;;;;;;;;;;;;;;;;;;
2440;09.01.02.01;ZDQ+041;présentation des matériaux, pièces détachées, type d'orthèses et évolution avec la réadaptation;;;N2;;;;;;;;;;;;;;;;;;;
2441;09.01.02.01;ZDQ+041;information sur le déroulement de la fabrication de l'orthèse et la rééducation;;;N2;;;;;;;;;;;;;;;;;;;
2442;09.01.02.01;ZDQ+041;synthèse des informations collectées prenant en compte les contraintes techniques et fonctionnelles;;;N;;;;;;;;;;;;;;;;;;;
2443;09.01.02.01;ZDQ+041;rédaction du cahier des charges;;;N;;;;;;;;;;;;;;;;;;;
2444;09.01.02.01;ZZQ+242;Évaluation secondaire de l'utilisation d'orthèse;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;10;;;;;;;
2445;09.01.02.01;ZZQ+242;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2446;09.01.02.01;ZZQ+242;observation et analyse, à distance de la fourniture ou de la mise à disposition, de la qualité d'utilisation d'orthèse de tronc ou de membre;;;N;;;;;;;;;;;;;;;;;;;
2447;09.01.02.01;ZZQ+242;recueil d'information auprès de l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
2448;09.01.02.01;ZZQ+242;identification de l'utilité de compensation complémentaire;;;N;;;;;;;;;;;;;;;;;;;
2449;09.01.02.01;ZZQ+242;identification de l'appropriation des stratégies d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
2450;09.01.02.01;ZZQ+242;évaluation du rapport bénéfice-risque clinique et financier de l'appareillage, prenant en compte les effets sur l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
2451;09.01.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2452;09.01.02.02;;Actes d'évaluation pour orthèse plantaire;;;T;;;;;;;;;;;;;;;;;;;
2453;09.01.02.02;;Les actes d'évaluation pour fabrication d'orthèse plantaire sont inclus dans les actes de fabrication d'orthèse plantaire du sousparagraphe 09.02.02.07;;;NT;;M ;"Rédaction note modifiée; ajout du mots ""inclus"" avant ""dans la fabrication d'orthèse""";;;;;;;;;;;;;;;;
2454;09.01.02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
2455;09.01.02.02;ZEQ+203;Évaluation secondaire de l'adaptation d'orthèse de posture, de comblement ou de protection d'orteil [orthoplastie];;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;9;;;;;;;
2456;09.01.02.02;ZEQ+203;Avec ou sans : ajustage, adaptation, finition;;;N;;;;;;;;;;;;;;;;;;;
2457;09.01.02.02;ZEQ+203;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2458;09.01.02.02;ZEQ+203;à distance de la mise à disposition :;;;N;;;;;;;;;;;;;;;;;;;
2459;09.01.02.02;ZEQ+203;examen en décharge appréciant la douleur, la mobilité et les déformations;;;N2;;;;;;;;;;;;;;;;;;;
2460;09.01.02.02;ZEQ+203;examen en charge appréciant la douleur, la mobilité, la réductibilité et les déformations;;;N2;;;;;;;;;;;;;;;;;;;
2461;09.01.02.02;ZEQ+203;information, conseils d'utilisation et de maintenance;;;N2;;;;;;;;;;;;;;;;;;;
2462;09.01.02.02;ZEQ+120;Évaluation secondaire de l'adaptation d'orthèse de plante du pied [orthèse plantaire];;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;9;;;;;;;
2463;09.01.02.02;ZEQ+120;Avec ou sans : ajustage, adaptation, finition;;;N;;;;;;;;;;;;;;;;;;;
2464;09.01.02.02;ZEQ+120;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2465;09.01.02.02;ZEQ+120;à distance de la mise à disposition :;;;N;;;;;;;;;;;;;;;;;;;
2466;09.01.02.02;ZEQ+120;examen en décharge;;;N2;;;;;;;;;;;;;;;;;;;
2467;09.01.02.02;ZEQ+120;examen en charge;;;N2;;;;;;;;;;;;;;;;;;;
2468;09.01.02.02;ZEQ+120;examen en dynamique;;;N2;;;;;;;;;;;;;;;;;;;
2469;09.01.02.02;ZEQ+120;information, conseils d'utilisation et de maintenance;;;N2;;;;;;;;;;;;;;;;;;;
2470;09.01.02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
2471;09.01.03;;Actes d'évaluation pour fabrication ou fourniture de prothèse externe de membre;;;T;;;;;;;;;;;;;;;;;;;
2472;09.01.03;;;;;LV;;;;;;;;;;;;;;;;;;;
2473;09.01.03;;;;;LV;;;;;;;;;;;;;;;;;;;
2474;09.01.03.01;;Actes d'évaluation pour fabrication ou fourniture de prothèse externe de membre supérieur;;;T;;;;;;;;;;;;;;;;;;;
2475;09.01.03.01;;;;;LV;;;;;;;;;;;;;;;;;;;
2476;09.01.03.01;ZDQ+016;Évaluation pour fabrication ou fourniture de prothèse du membre supérieur;;;L;;;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;23;;;;;;;
2477;09.01.03.01;ZDQ+016;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2478;09.01.03.01;ZDQ+016;examen du patient :;;;N;;;;;;;;;;;;;;;;;;;
2479;09.01.03.01;ZDQ+016;examen clinique bilatéral de l'état cutané, trophique, musculaire et articulaire des membres supérieurs et du moignon;;;N2;;;;;;;;;;;;;;;;;;;
2480;09.01.03.01;ZDQ+016;appréciation de l'état général, de l'état fonctionnel des membres inférieurs, de la vision;;;N2;;;;;;;;;;;;;;;;;;;
2481;09.01.03.01;ZDQ+016;appréciation des activités, des capacités et des habitudes de vie du patient;;;N2;;;;;;;;;;;;;;;;;;;
2482;09.01.03.01;ZDQ+016;analyse des besoins;;;N2;;;;;;;;;;;;;;;;;;;
2483;09.01.03.01;ZDQ+016;information du patient et/ou de son entourage :;;;N;;;;;;;;;;;;;;;;;;;
2484;09.01.03.01;ZDQ+016;choix prothétiques possibles fonction des capacités et besoins du patient;;;N2;;;;;;;;;;;;;;;;;;;
2485;09.01.03.01;ZDQ+016;présentation de manchon, pièces détachées, type de prothèses et évolution avec la réadaptation;;;N2;;;;;;;;;;;;;;;;;;;
2486;09.01.03.01;ZDQ+016;information sur le déroulement de la fabrication de la prothèse et la rééducation;;;N2;;;;;;;;;;;;;;;;;;;
2487;09.01.03.01;ZDQ+016;synthèse des informations collectées prenant en compte les contraintes techniques et fonctionnelles;;;N;;;;;;;;;;;;;;;;;;;
2488;09.01.03.01;ZDQ+016;formalisation du cahier des charges;;;N;;;;;;;;;;;;;;;;;;;
2489;09.01.03.01;ZDQ+159;Évaluation pour fabrication ou fourniture de prothèse du membre supérieur pour activité professionnelle ou sportive;;;L;;;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;23;;;;;;;
2490;09.01.03.01;ZDQ+159;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2491;09.01.03.01;ZDQ+159;examen du patient :;;;N;;;;;;;;;;;;;;;;;;;
2492;09.01.03.01;ZDQ+159;appréciation des activités, des capacités et des habitudes de vie du patient;;;N2;;;;;;;;;;;;;;;;;;;
2493;09.01.03.01;ZDQ+159;analyse des besoins;;;N2;;;;;;;;;;;;;;;;;;;
2494;09.01.03.01;ZDQ+159;information du patient et/ou de son entourage :;;;N;;;;;;;;;;;;;;;;;;;
2495;09.01.03.01;ZDQ+159;choix prothétiques possibles fonction des capacités et besoins du patient;;;N2;;;;;;;;;;;;;;;;;;;
2496;09.01.03.01;ZDQ+159;information sur le déroulement de la fabrication de la prothèse et la rééducation;;;N2;;;;;;;;;;;;;;;;;;;
2497;09.01.03.01;ZDQ+159;synthèse des informations collectées prenant en compte les contraintes techniques et fonctionnelles;;;N;;;;;;;;;;;;;;;;;;;
2498;09.01.03.01;ZDQ+159;formalisation du cahier des charges;;;N;;;;;;;;;;;;;;;;;;;
2499;09.01.03.01;ZDQ+262;Évaluation préalable à la prescription de prothèse myoélectrique de membre supérieur;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;28;;;;;;;
2500;09.01.03.01;ZDQ+262;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
2501;09.01.03.01;ZDQ+262;information du patient et/ou de son entourage :;;;N;;;;;;;;;;;;;;;;;;;
2502;09.01.03.01;ZDQ+262;principe de la commande myoélectrique;;;N2;;;;;;;;;;;;;;;;;;;
2503;09.01.03.01;ZDQ+262;démonstration sur écran de la transformation de la contraction musculaire en impulsion motrice de la prothèse;;;N2;;;;;;;;;;;;;;;;;;;
